,유치원명,대표자,원장,설립일자,설립유형,개원일자,담당행정기관,전화번호,홈페이지,운영시간,주소,제공서비스,3세반학급,4세반학급,5세반학급,3~4세반학급,4~5세반학급,3~5세반학급,특수/장애반학급,3세반학생수,4세반학생수,5세반학생수,3~4세반학생수,4~5세반학생수,3~5세반학생수,특수/장애반학생수,원장수,원감수,수석교사,보직교사,교사,특수교사,보건교사,영양교사,기간제교원,사무직원,수석교사.1,1급정교사,2급정교사,준교사,1년미만,1년이상2년미만,2년이상4년미만,4년이상6년미만,6년이상,평가(인증)년월,lat,lng,구별,총교사수,총학생수,비율
759,"유리유치원
                  
                  	(폐원)",정시순,정시순,1984-07-02,사립(사인),1984-07-02,서울특별시교육청 / 동부교육지원청,02-495-6957,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 중랑구 동일로130길 28,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,1,0,0.0,0.0,3.0,0,0,0,1.0,0,0,2,1,1,1,0,2,0,0,2016년 09월,37.5995948,127.0815332,중랑구,4.0,32.0,8.0
761,"유봉유치원
                  
                  	(폐원)",-,-,1988-02-16,사립(사인),1988-02-16,서울특별시교육청 / 강동송파교육지원청,02-426-9295,http://cafe.naver.com/yubongkindergarten,-,서울특별시 강동구 아리수로 46-14,['방과후과정'],0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,7.0,0,0,0,4.0,4,0,0,7,7,-,-,-,-,-,2012년 10월,37.55591039999999,127.13471650000001,강동구,11.0,0.0,0.0
762,유성유치원,곽일천,김옥수,1965-09-27,사립(사인),1965-09-27,서울특별시교육청 / 중부교육지원청,02-792-8691,http://www.yusungkids.org/,08 : 40 ~ 18 : 00,서울특별시 용산구 회나무로13가길 16,['방과후과정'],3,2,2,0,0,0,0,54.0,49.0,53.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,12.0,0,0,0,0.0,15,0,0,12,12,3,4,4,1,0,2016년 09월,37.5405494,126.9905696,용산구,12.0,156.0,13.0
763,유안유치원,국정훈,권미옥,1983-03-29,사립(사인),1983-03-29,서울특별시교육청 / 성북강북교육지원청,02-904-4576,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 강북구 인수봉로 297,['방과후과정'],0,0,0,1,1,1,0,0.0,0.0,0.0,15.0,27.0,27.0,0.0,1,0,0.0,0.0,5.0,0,0,0,0.0,0,0,0,5,5,1,1,2,1,0,2016년 11월,37.645239600000004,127.01046559999999,강북구,5.0,69.0,13.8
764,유정유치원,정금숙,정금숙,1984-03-15,사립(사인),1984-03-15,서울특별시교육청 / 서부교육지원청,02-354-2411,http://home.alimers.com/yujung,09 : 00 ~ 19 : 30,서울특별시 은평구 진흥로12길 23,['방과후과정'],2,2,2,0,0,0,0,35.0,56.0,59.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,10.0,0,0,1,0.0,0,0,4,6,6,4,0,1,1,5,2017년 09월,37.6066376,126.92673980000001,은평구,10.0,150.0,15.0
765,유정유치원,김지은,최진경,1982-12-13,사립(사인),1982-12-13,서울특별시교육청 / 강동송파교육지원청,02-471-3151,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 강동구 강동대로55길 83,['방과후과정'],3,4,4,0,0,0,0,72.0,100.0,118.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,18.0,0,0,0,0.0,0,0,5,13,13,6,4,6,2,0,2014년 10월,37.525911,127.13375979999999,강동구,18.0,290.0,16.11111111111111
766,"유진유치원
                  
                  	(폐원)",유진구,김경아,1983-08-15,사립(사인),1983-08-15,서울특별시교육청 / 서부교육지원청,02-306-5262,https://yujinkid.happyihome.com,09 : 00 ~ 20 : 00,서울특별시 은평구 응암로12길 26-10,['방과후과정'],1,2,2,0,0,0,0,11.0,36.0,35.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,7.0,0,0,0,0.0,0,0,1,6,6,0,2,5,0,0,2014년 10월,37.5868774,126.9189653,은평구,7.0,82.0,11.714285714285714
767,유화유치원,김광욱,신수경,1990-12-29,사립(사인),1990-12-29,서울특별시교육청 / 북부교육지원청,02-956-5000,등록된 홈페이지가 없습니다.,08 : 30 ~ 16 : 30,서울특별시 도봉구 시루봉로 101,['방과후과정'],1,2,2,0,0,0,0,13.0,31.0,37.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,8.0,0,0,0,0.0,0,0,1,7,7,2,2,4,0,0,2017년 09월,37.6595527,127.02642730000001,도봉구,8.0,81.0,10.125
768,육사유치원,육군사관학교장,조희수,1990-03-01,사립(사인),1995-05-01,서울특별시교육청 / 북부교육지원청,02-972-0451,등록된 홈페이지가 없습니다.,09 : 30 ~ 19 : 00,서울특별시 노원구 화랑로 574,['방과후과정'],1,1,1,0,0,0,0,20.0,21.0,27.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,4.0,0,0,0,0.0,0,0,0,4,4,1,1,1,1,0,2015년 11월,37.6280159,127.10198000000001,노원구,4.0,68.0,17.0
769,육영유치원,홍현옥,홍현옥,1987-02-28,사립(사인),1993-01-05,서울특별시교육청 / 강남서초교육지원청,02-583-8893,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 서초구 방배로6길 18,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,28.0,30.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0,3.0,1,0,3,0,0,-,-,-,-,-,2016년 11월,37.479156200000006,127.0004795,서초구,3.0,58.0,19.333333333333332
770,윤경유치원,김주경,김춘희,1996-10-11,사립(사인),1996-11-05,서울특별시교육청 / 동부교육지원청,02-3421-7184,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 중랑구 숙선옹주로 91,['방과후과정'],2,2,2,0,0,0,0,35.0,52.0,57.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,11.0,0,0,1,0.0,1,0,1,10,10,11,0,1,0,0,2015년 09월,37.6162953,127.08475759999999,중랑구,11.0,144.0,13.090909090909092
771,윤서유치원,전기옥,전기옥,2003-04-01,사립(사인),2003-04-01,서울특별시교육청 / 강서양천교육지원청,02-2605-2277,등록된 홈페이지가 없습니다.,09 : 00 ~ 17 : 00,서울특별시 강서구 화곡로13길 107,['방과후과정'],3,2,2,0,0,0,0,58.0,61.0,61.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,15.0,0,0,0,0.0,1,0,4,11,11,5,2,2,2,4,2015년 10월,37.5443631,126.8315655,강서구,15.0,180.0,12.0
772,"윤정유치원
                  
                  	(폐원)",엄인옥,양정선,1990-11-30,사립(사인),1990-11-30,서울특별시교육청 / 북부교육지원청,02-997-6582,등록된 홈페이지가 없습니다.,08 : 30 ~ 20 : 00,서울특별시 도봉구 노해로70길 81,['방과후과정'],2,5,3,0,0,0,0,55.0,112.0,74.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,15.0,0,0,0,0.0,5,0,4,11,11,2,3,3,7,0,2015년 10월,37.6487061,127.0525283,도봉구,15.0,241.0,16.066666666666666
773,윤진유치원,김도선,박수진,1982-06-23,사립(사인),1982-06-23,서울특별시교육청 / 성동광진교육지원청,02-464-8174,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 광진구 아차산로21길 15,['방과후과정'],0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1,0,0.0,0.0,2.0,0,0,0,0.0,0,0,1,1,1,1,0,0,0,1,2016년 11월,37.5427005,127.06502900000001,광진구,2.0,19.0,9.5
774,윤희유치원,"이승동,김정순",김정순,2015-02-25,사립(사인),2015-03-06,서울특별시교육청 / 강서양천교육지원청,02-2693-4813,http://cafe.naver.com/yunheekindergarten,09 : 00 ~ 17 : 30,서울특별시 강서구 강서로 216-23,['방과후과정'],1,1,2,0,0,0,0,15.0,22.0,49.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,5.0,0,0,0,0.0,5,0,1,4,4,3,0,2,0,0,2016년 10월,37.553594399999994,126.84126529999999,강서구,5.0,86.0,17.2
775,율화유치원,박옥순,배인자,2003-11-28,사립(사인),2003-11-28,서울특별시교육청 / 성동광진교육지원청,02-2296-2577,http://www.yulehwa.co.kr,09 : 00 ~ 18 : 00,서울특별시 성동구 고산자로2길 35,['방과후과정'],2,1,1,0,0,0,0,22.0,24.0,20.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,5.0,0,0,1,0.0,1,0,2,4,4,1,3,2,1,0,2014년 11월,37.5551685,127.03614509999998,성동구,6.0,66.0,11.0
776,"은별유치원
                  
                  	(폐원)",임도순,민선옥,1974-06-22,사립(사인),1974-06-22,서울특별시교육청 / 남부교육지원청,02-2612-5983,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 구로구 개봉로15길 68-20,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,20.0,35.0,0.0,0.0,0.0,1,0,0.0,0.0,3.0,0,0,0,0.0,0,0,0,3,3,0,0,2,1,0,2015년 11월,37.4907771,126.85226540000001,구로구,3.0,55.0,18.333333333333332
777,은비유치원,변영진,최세진,2004-02-23,사립(사인),2004-02-23,서울특별시교육청 / 동작관악교육지원청,02-882-0533,http://www.eunb.co.kr,09 : 00 ~ 17 : 30,서울특별시 관악구 청림5길 22,"['방과후과정', '아침돌봄']",2,2,3,0,0,0,0,38.0,50.0,67.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,14.0,0,0,0,1.0,5,0,1,13,13,7,2,4,1,0,2014년 11월,37.489051700000005,126.96009529999999,관악구,15.0,155.0,10.333333333333334
778,은새유치원,최석명,최석명,2013-11-29,사립(사인),2014-03-03,서울특별시교육청 / 강동송파교육지원청,02-428-2256,등록된 홈페이지가 없습니다.,09 : 30 ~ 18 : 30,서울특별시 강동구 고덕로62길 58,['방과후과정'],1,1,2,0,0,0,0,17.0,20.0,43.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,0,0,0,0.0,5,0,1,5,5,2,1,2,1,0,2015년 10월,37.55127179999999,127.1518548,강동구,6.0,80.0,13.333333333333334
779,은선유치원,박상옥,이정민,1990-03-01,사립(법인),1990-03-02,서울특별시교육청 / 강동송파교육지원청,02-400-9758,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 송파구 동남로11길 27,['방과후과정'],1,2,2,0,0,0,0,23.0,46.0,39.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,7.0,0,0,0,0.0,2,0,2,5,5,3,1,2,0,2,2016년 10월,37.4921361,127.12632690000001,송파구,7.0,108.0,15.428571428571429
780,은성유치원,이순자,이순자,1997-01-20,사립(사인),1997-03-01,서울특별시교육청 / 동부교육지원청,02-2208-6601,http://www.eunsung.kg.kr,09 : 00 ~ 18 : 00,서울특별시 중랑구 동일로 752,['방과후과정'],2,2,2,0,0,0,0,28.0,39.0,48.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,11.0,0,0,0,0.0,11,0,3,8,8,3,2,5,1,0,2017년 11월,37.597068799999995,127.08183030000001,중랑구,11.0,115.0,10.454545454545455
781,은아유치원,양원숙,양원숙,1977-02-14,사립(사인),1977-02-14,서울특별시교육청 / 동작관악교육지원청,02-882-0018,http://www.euna.co.kr,09 : 00 ~ 20 : 00,서울특별시 관악구 남부순환로246길 25,['방과후과정'],4,5,5,0,0,0,0,98.0,111.0,129.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,22.0,0,0,0,0.0,20,0,2,20,20,4,11,1,4,2,2017년 10월,37.475292100000004,126.9644352,관악구,22.0,338.0,15.363636363636363
782,은영유치원,최진성,김현주,1987-12-30,사립(법인),1987-12-30,서울특별시교육청 / 성북강북교육지원청,02-926-9278,http://cafe.daum.net/dmsdud9278,09 : 00 ~ 19 : 00,서울특별시 성북구 보문사길 18,['방과후과정'],1,2,2,0,0,0,0,25.0,46.0,44.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,8.0,0,0,1,3.0,1,0,3,5,5,3,2,4,0,0,2015년 10월,37.5845945,127.0166844,성북구,11.0,115.0,10.454545454545455
783,"은정유치원
                  
                  	(폐원)",신동오,신현숙,1975-10-09,사립(사인),1979-10-09,서울특별시교육청 / 서부교육지원청,02-352-6858,http://www.enterkids.com/eunjung,09 : 00 ~ 20 : 00,서울특별시 은평구 연서로20길 25-1,['방과후과정'],1,1,1,0,0,0,0,8.0,24.0,27.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,4.0,0,0,0,0.0,4,0,2,2,2,0,0,3,1,1,2013년 11월,37.6144384,126.9205905,은평구,4.0,59.0,14.75
784,은평국제유치원,김금희,홍은영,2006-09-01,사립(사인),2006-09-07,서울특별시교육청 / 서부교육지원청,02-302-7123,https://epi.happyihome.com,09 : 00 ~ 17 : 00,서울특별시 은평구 은평로3가길 32,"['방과후과정', '온종일돌봄']",2,3,3,0,0,0,0,40.0,69.0,66.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,14.0,0,0,0,1.0,0,0,2,12,12,3,2,1,2,6,2016년 10월,37.599013799999994,126.91146850000001,은평구,15.0,175.0,11.666666666666666
785,은하유치원,이태숙,홍미라,1982-06-21,사립(사인),1982-06-21,서울특별시교육청 / 성북강북교육지원청,02-962-7647,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 성북구 돌곶이로 64,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,40.0,33.0,0.0,0.0,0.0,1,0,0.0,0.0,5.0,0,0,0,0.0,0,0,1,4,4,2,1,1,0,1,2016년 10월,37.6094377,127.05865690000002,성북구,5.0,73.0,14.6
786,은하유치원,염수정,문은경,1995-03-01,사립(법인),1995-03-01,서울특별시교육청 / 남부교육지원청,02-2068-0109,등록된 홈페이지가 없습니다.,09 : 00 ~ 17 : 40,서울특별시 영등포구 당산로28길 11,['방과후과정'],1,1,1,0,0,0,0,28.0,32.0,31.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,5.0,0,0,0,0.0,0,0,2,3,3,2,2,1,0,0,2015년 10월,37.5248117,126.8982173,영등포구,5.0,91.0,18.2
787,은혜유치원,김은경,임경아,1966-02-14,사립(법인),1974-03-08,서울특별시교육청 / 서부교육지원청,02-355-3913,http://www.eunhye.kg.kr,09 : 30 ~ 14 : 30,서울특별시 은평구 통일로78가길 20,['해당없음'],1,2,2,0,0,0,0,22.0,33.0,53.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,5.0,0,0,0,0.0,1,0,0,5,5,0,1,2,1,1,2017년 11월,37.617749100000005,126.92754740000002,은평구,5.0,108.0,21.6
788,은혜유치원,이수자,이수자,1983-02-28,사립(사인),1983-02-28,서울특별시교육청 / 동작관악교육지원청,02-822-3450,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 동작구 성대로6길 29,['방과후과정'],1,1,1,0,0,0,0,20.0,25.0,30.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,3.0,0,0,0,0.0,0,0,1,2,2,1,2,0,0,0,2011년 10월,37.4985197,126.9315994,동작구,3.0,75.0,25.0
790,의명유치원,황의명,한지희,1985-09-04,사립(사인),1985-09-16,서울특별시교육청 / 강동송파교육지원청,02-402-1930,등록된 홈페이지가 없습니다.,08 : 30 ~ 18 : 00,서울특별시 송파구 오금로35길 17,['방과후과정'],2,2,2,0,0,0,0,48.0,52.0,54.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,9.0,0,0,1,0.0,4,0,0,10,10,4,3,1,2,1,2017년 10월,37.50579159999999,127.12632830000001,송파구,10.0,154.0,15.4
791,이레유치원,유광선,황민경,1995-12-07,사립(사인),1995-12-07,서울특별시교육청 / 북부교육지원청,02-979-8293~4,http://jireh.kidis.co.kr/,09 : 00 ~ 20 : 00,서울특별시 노원구 월계로55길 16,['방과후과정'],0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,1,0,0.0,0.0,7.0,0,0,1,0.0,6,0,2,5,5,1,2,0,1,4,2015년 10월,37.6324854,127.06094479999999,노원구,7.0,93.0,13.285714285714286
792,이루니유치원,김미숙,김미숙,2012-03-13,사립(사인),2012-03-13,서울특별시교육청 / 동부교육지원청,02-494-9094,등록된 홈페이지가 없습니다.,08 : 30 ~ 20 : 00,서울특별시 중랑구 신내로7다길 57,['방과후과정'],3,3,3,0,0,0,0,62.0,73.0,70.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,14.0,0,0,1,4.0,0,0,1,13,13,8,3,3,0,1,2016년 09월,37.6011029,127.0928078,중랑구,18.0,205.0,11.38888888888889
793,이솔유치원,김수진,김수진,2017-02-28,사립(사인),2017-03-01,서울특별시교육청 / 강서양천교육지원청,.02-2606-3181,등록된 홈페이지가 없습니다.,10 : 00 ~ 19 : 00,서울특별시 강서구 곰달래로33가길 6,['방과후과정'],1,1,1,0,0,0,0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,1,1,0.0,2.0,3.0,0,0,1,0.0,0,0,0,5,5,0,6,0,0,0,-,37.5312221,126.8521924,강서구,5.0,60.0,12.0
794,이화여자대학교사범대학부속이화유치원,박은혜,박은혜,1914-01-07,사립(법인),1914-01-07,서울특별시교육청 / 서부교육지원청,02-362-6177,http://www.ewha-kids.com,09 : 00 ~ 17 : 00,서울특별시 서대문구 이화여대길 52,['방과후과정'],1,2,2,0,1,0,0,22.0,45.0,54.0,0.0,22.0,0.0,0.0,1,1,0.0,0.0,12.0,0,0,0,0.0,1,0,3,9,9,2,3,2,1,4,2014년 11월,37.564255100000004,126.95030790000001,서대문구,12.0,143.0,11.916666666666666
795,"이화유치원
                  
                  	(폐원)",-,-,1988-03-02,사립(사인),1988-03-02,서울특별시교육청 / 강서양천교육지원청,02-2693-9417,http://ysewhakids.ddorongi.co.kr,-,서울특별시 양천구 지양로15길 9,['방과후과정'],0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,2.0,0,0,0,4.0,0,0,0,1,1,-,-,-,-,-,2013년 09월,37.5229616,126.8309966,양천구,6.0,0.0,0.0
796,이화유치원,윤순호,윤순호,1993-02-16,사립(사인),1993-02-16,서울특별시교육청 / 강남서초교육지원청,02-451-6688,http://blog.naver.com/ewhayoua,09 : 00 ~ 18 : 30,서울특별시 강남구 개포로109길 5,['방과후과정'],1,1,1,0,0,1,0,28.0,28.0,28.0,0.0,0.0,35.0,0.0,1,0,0.0,1.0,9.0,0,0,1,0.0,1,0,0,10,10,4,2,5,0,0,2015년 10월,37.49396540000001,127.0750977,강남구,10.0,119.0,11.9
797,인수유치원,노명래,유진희,1989-05-26,사립(사인),1989-05-26,서울특별시교육청 / 성북강북교육지원청,02-993-9180,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 강북구 인수봉로 298,['방과후과정'],0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1,0,0.0,0.0,2.0,0,0,0,0.0,0,0,1,1,1,2,0,0,0,0,2016년 10월,37.64536270000001,127.01086399999998,강북구,2.0,15.0,7.5
798,인애유치원,김옥자,김옥자,1978-03-14,사립(법인),1978-03-14,서울특별시교육청 / 성동광진교육지원청,02-457-6109,http://www.inaepreschool.org/,09 : 00 ~ 18 : 00,서울특별시 광진구 능동로4길 13,['방과후과정'],0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1,0,0.0,0.0,4.0,0,0,0,1.0,0,0,0,5,5,0,2,1,1,0,2015년 10월,37.533753000000004,127.06843889999999,광진구,5.0,73.0,14.6
799,인왕유치원,김길자,임미희,1978-03-01,사립(사인),1978-03-01,서울특별시교육청 / 서부교육지원청,02-738-1486,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 서대문구 통일로32길 23,['방과후과정'],1,1,1,0,0,0,0,8.0,21.0,16.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,4.0,0,0,0,0.0,0,0,3,1,1,2,0,2,0,1,2016년 11월,37.58543,126.94946599999999,서대문구,4.0,45.0,11.25
800,일민유치원,이선자,윤인수,1981-01-14,사립(사인),1981-01-14,서울특별시교육청 / 중부교육지원청,02-704-0915,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 용산구 효창원로 17,['방과후과정'],2,2,2,0,0,0,0,43.0,35.0,40.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,8.0,0,0,0,0.0,2,0,2,6,6,2,2,0,3,1,2016년 10월,37.534856899999994,126.95080490000001,용산구,8.0,118.0,14.75
801,일신유치원,일신유치원,이경아,1986-06-13,사립(사인),1986-06-13,서울특별시교육청 / 남부교육지원청,02-2612-1432,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 구로구 오류로8길 22,['방과후과정'],1,1,1,0,0,0,0,12.0,16.0,15.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,4.0,0,0,0,0.0,0,0,2,2,2,2,1,1,0,0,2016년 10월,37.4911628,126.84201670000002,구로구,4.0,43.0,10.75
802,일신유치원,신문구,신현주,1990-06-01,사립(사인),1990-06-01,서울특별시교육청 / 중부교육지원청,02-777-3993,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 중구 퇴계로6길 36,['방과후과정'],0,0,0,1,1,0,0,0.0,0.0,0.0,21.0,29.0,0.0,0.0,1,0,0.0,0.0,4.0,0,0,0,0.0,3,0,0,4,4,0,4,0,0,0,2015년 11월,37.5568216,126.9787684,중구,4.0,50.0,12.5
803,"일원유치원
                  
                  	(폐원)",김미순,정희경,1984-06-29,사립(사인),1991-12-23,서울특별시교육청 / 강남서초교육지원청,02-3411-5060,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 강남구 영동대로4길 17,['해당없음'],1,1,1,0,0,0,0,25.0,30.0,29.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,6.0,0,0,0,4.0,0,0,0,6,6,2,1,3,0,0,2013년 09월,37.4907489,127.07524479999998,강남구,10.0,84.0,8.4
804,자람유치원,정웅태,최영애,2000-11-17,사립(사인),2000-11-17,서울특별시교육청 / 동부교육지원청,02-3295-3469,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 동대문구 고산자로 534,['방과후과정'],1,1,1,0,0,0,0,11.0,11.0,19.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,4.0,0,0,0,0.0,0,0,0,4,4,1,2,1,0,0,2017년 10월,37.588699299999995,127.039069,동대문구,4.0,41.0,10.25
805,자양유치원,이윤예,이연정,1983-03-14,사립(사인),1983-03-14,서울특별시교육청 / 성동광진교육지원청,02-446-4345,http://www.jayangkids.com/,09 : 00 ~ 19 : 00,서울특별시 광진구 자양로5길 36,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,1,0,0.0,0.0,3.0,0,0,0,6.0,1,0,0,3,3,2,1,0,0,0,2016년 11월,37.531113899999994,127.0837562,광진구,9.0,65.0,7.222222222222222
806,자양하나유치원,최완형,고영주,1993-03-03,사립(사인),1993-03-03,서울특별시교육청 / 성동광진교육지원청,02-456-1799,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 광진구 아차산로41길 22-5,['방과후과정'],1,2,1,0,0,0,0,20.0,36.0,24.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,5.0,0,0,0,0.0,0,0,1,4,4,3,1,0,0,2,2016년 10월,37.53877070000001,127.0786237,광진구,5.0,80.0,16.0
807,자연아이유치원,윤길순,윤길순,2013-03-26,사립(사인),2013-03-26,서울특별시교육청 / 북부교육지원청,02-3492-8915,http://jayeoni.kidis.co.kr,09 : 00 ~ 17 : 00,서울특별시 도봉구 도당로6길 14-11,['방과후과정'],2,2,2,0,0,1,0,24.0,44.0,53.0,0.0,0.0,19.0,0.0,1,1,0.0,0.0,10.0,0,0,0,0.0,0,0,0,10,10,2,2,5,1,0,2014년 10월,37.660977,127.035826,도봉구,10.0,140.0,14.0
808,자연유치원,장관호,장관호,1997-01-07,사립(사인),1997-01-07,서울특별시교육청 / 북부교육지원청,02-907-1011,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 도봉구 마들로 567,['방과후과정'],2,3,2,0,0,0,0,44.0,51.0,45.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,12.0,0,0,0,0.0,0,0,4,7,7,1,6,2,0,3,2015년 11월,37.6597623,127.04813200000001,도봉구,12.0,140.0,11.666666666666666
809,자연유치원,송지연,송지연,2005-12-05,사립(사인),2013-06-04,서울특별시교육청 / 서부교육지원청,02-303-1455,등록된 홈페이지가 없습니다.,09 : 30 ~ 17 : 30,서울특별시 서대문구 수색로 100-95,['방과후과정'],3,2,2,0,0,0,0,66.0,45.0,46.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,11.0,0,0,0,0.0,1,0,1,6,6,1,1,2,7,0,2014년 10월,37.5726526,126.9093869,서대문구,11.0,157.0,14.272727272727273
810,자인유치원,백혜진,백혜진,1988-03-01,사립(사인),1988-03-01,서울특별시교육청 / 서부교육지원청,02-384-0146,등록된 홈페이지가 없습니다.,09 : 30 ~ 18 : 30,서울특별시 은평구 갈현로 169-7,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1,0,0.0,1.0,4.0,0,0,0,0.0,0,0,0,4,4,0,1,0,4,0,2014년 09월,37.6132963,126.910728,은평구,5.0,40.0,8.0
811,잠실럭키유치원,민청식,이수지,2011-12-02,사립(사인),2012-03-07,서울특별시교육청 / 강동송파교육지원청,02-424-5665,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 송파구 올림픽로 135,['방과후과정'],2,2,2,0,0,0,0,43.0,44.0,45.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,12.0,0,0,0,0.0,0,0,4,8,8,4,1,4,1,2,2016년 09월,37.5140313,127.08823629999999,송파구,12.0,132.0,11.0
812,잠실밀알유치원,이영숙,류광성,2008-02-13,사립(사인),2008-02-13,서울특별시교육청 / 강동송파교육지원청,02-3431-2004,등록된 홈페이지가 없습니다.,08 : 30 ~ 18 : 00,서울특별시 송파구 석촌호수로 103,['방과후과정'],3,3,2,0,0,0,0,52.0,62.0,51.0,0.0,0.0,0.0,0.0,1,0,0.0,2.0,11.0,0,0,0,0.0,1,0,2,11,11,2,5,2,1,3,2017년 09월,37.50926870000001,127.08933370000001,송파구,13.0,165.0,12.692307692307692
813,장미유치원,윤혜진,윤혜진,1993-03-17,사립(사인),1993-03-17,서울특별시교육청 / 강서양천교육지원청,02-2668-0262,등록된 홈페이지가 없습니다.,09 : 30 ~ 18 : 00,서울특별시 강서구 허준로 139,['방과후과정'],1,2,2,0,0,0,0,43.0,41.0,54.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,8.0,0,0,1,1.0,6,0,2,6,6,0,3,1,3,2,2015년 10월,37.5651111,126.85548370000001,강서구,9.0,138.0,15.333333333333334
814,장미유치원,김상석,김미정,1993-12-22,사립(법인),1993-12-22,서울특별시교육청 / 강동송파교육지원청,02-424-0090,http://www.jangmi.kid.ph,09 : 00 ~ 18 : 00,서울특별시 송파구 올림픽로35길 118,['방과후과정'],1,1,1,0,0,0,0,24.0,28.0,32.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,7.0,0,0,0,0.0,0,0,0,7,7,3,3,0,0,1,2015년 10월,37.521351700000004,127.1026097,송파구,7.0,84.0,12.0
